coef_d	feat_d	coef_r	feat_r	section	model	acc_d	acc_r	acc_all	recall	f1	support
-8.2945	lawyers	8.28391	dyk	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-8.24089	resume	8.24406	272k	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-8.23764	boxes	8.21551	interntakeover	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-8.17467	civilrights	8.21497	wotus	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-8.12984	upgrading	8.20711	holding	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-8.11893	unable	8.15164	combating	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-8.03637	brainer	8.14025	nowhiteflags	2015_3q	PassiveAggressiveClassifier	0.77	0.76	0.76	0.76	0.76	10714
-3.51036	mtpol	4.01465	ia03	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.24935	standwithpp	3.94972	pa06	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.24096	sanders	3.49686	collins	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.20264	murray	3.38207	tx23	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.14328	actonclimate	3.26439	sofla	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.11497	az07	3.00345	ny21	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.04223	gopshutdown	2.84355	nj03	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.01059	nytownoftheday	2.80491	hatch	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.81957	miiawhatsnext	2.58908	ia01	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.75385	southjersey	2.56211	alexander	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.67561	exim4jobs	2.55892	nmpol	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.63162	restorethevra	2.51421	hr2646	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.60972	ri	2.43819	ne03	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.43497	netde	2.3629	tcot	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.33527	nj	2.35262	wsj	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.32278	md	2.33385	kentucky	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.31976	camden	2.29608	tucson	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.26449	meetmark	2.29091	miami	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.13738	climatechange	2.2549	driveact	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.12033	kathleen	2.25287	potus	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.10121	buffalo	2.15701	subhealth	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.07422	acaworks	2.13477	tx22	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.06411	ny	2.12259	joinrepwilson	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.04441	minneapolis	2.11984	obamacare	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-2.0246	expires	2.07524	ak	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.99687	popeinphilly	2.04957	reinsact	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.99486	wny	2.03101	mcconnell	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.9513	cawater	2.02981	epa	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.94917	dcstatehood	2.02048	fl	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.93336	maryland	1.98408	ar3	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.92523	wallstreformworks	1.98307	columbus	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.89934	womensucceed	1.96302	nevada	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.88351	energyisgood	1.94492	plannedparenthood	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.86482	shutdown	1.92999	defundpp	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.86259	pollution	1.92797	badirandeal	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.85657	spr	1.92581	greatest	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.82935	renew911health	1.91736	nv	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.81947	sfrc	1.90836	wyo	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.8093	copolitics	1.89728	obama	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.80352	kasich	1.89491	gggoooaaalll	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.79906	natgas	1.89458	ks	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.79726	hasc	1.86477	ecaa	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.79536	angeles	1.86347	savannah	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.7861	equalityforward	1.86328	psalm	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.78062	socialsecurity	1.84395	imp	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.76968	reopen	1.82211	wotus	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.76693	medal	1.812	dakota	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.76126	oh11	1.81053	probably	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.7551	youthincarceration	1.80957	praying	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-1.75006	wv	1.79982	co2	2015_3q	LinearSVC	0.81	0.79	0.8	0.8	0.8	10714
-3.53636	sanders	3.82324	ia03	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-3.16631	mtpol	3.71487	pa06	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-3.16147	standwithpp	3.09644	collins	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.82803	murray	3.03205	tx23	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.78251	nytownoftheday	2.83595	epa	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.77897	gopshutdown	2.82468	sofla	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.72091	restorethevra	2.73336	nj03	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.59184	az07	2.68011	ny21	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.55292	exim4jobs	2.65323	obamacare	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.52102	actonclimate	2.54346	hr2646	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.4571	nj	2.53096	va	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.40972	southjersey	2.50346	plannedparenthood	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.30016	miiawhatsnext	2.44355	county	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.2877	wv	2.40665	nmpol	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.22499	buffalo	2.37315	obama	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.11847	netde	2.35608	mcconnell	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.11721	camden	2.3435	hatch	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.1044	ny	2.24565	alexander	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-2.08144	popeinphilly	2.2031	miami	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.99831	ri	2.14605	ne03	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.9839	gop	2.13687	potus	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.96666	md	2.11976	iran	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.91679	justice	2.06249	arizona	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.86612	socialsecurity	2.05386	ia01	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.84102	copolitics	2.04309	texas	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.81678	mn	2.03659	irs	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.80078	peace	1.99998	tucson	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.78084	startupday	1.98687	ar3	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.73642	confederate	1.98101	click	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.73203	renew911health	1.98067	valleyfire	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.70772	kathleen	1.97671	driveact	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.69393	workers	1.95648	military	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.68616	responders	1.91542	tcot	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.68288	meetmark	1.9126	cures2015	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.67682	climatechange	1.87772	constitution	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.67079	jersey	1.86468	iowa	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.66579	oil	1.83092	unborn	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.66527	women	1.82555	tx22	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.6565	minnesota	1.79283	badirandeal	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.63943	climate	1.79102	joinrepwilson	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.63821	progress	1.77943	reinsact	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.62191	social	1.77794	sanctuary	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.61236	womensucceed	1.75032	senate	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.60226	shutdown	1.74615	co2	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.59547	popeindc	1.74442	psalm	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.5802	wallstreformworks	1.7427	wsj	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.56716	nyc	1.72274	fl	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.55312	maryland	1.71768	defundpp	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.54324	arctic	1.71591	freedom	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-1.53757	black	1.71384	praying	2015_3q	SGDClassifier	0.8	0.79	0.79	0.79	0.79	10714
-5.37413	nytownoftheday	6.16244	pa06	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-5.29782	mtpol	5.99905	ia03	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.71437	standwithpp	4.99667	tx23	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.63016	actonclimate	4.68996	collins	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.42804	az07	4.52029	sofla	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.25436	murray	4.1952	nj03	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.1896	gopshutdown	4.08739	tcot	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.15909	sanders	3.99427	ny21	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.14972	miiawhatsnext	3.98515	nmpol	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-4.05172	ri	3.88036	ia01	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.72988	acaworks	3.803	driveact	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.68476	md	3.79786	hr2646	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.66132	southjersey	3.73603	tx22	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.58086	wallstreformworks	3.72976	hatch	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.53805	equalityforward	3.58364	cannabidiol	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.33335	netde	3.5712	ne03	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.32091	climatechange	3.47456	alexander	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.25836	minneapolis	3.40251	miami	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.25742	econ	3.39754	wsj	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.24524	ca09	3.38141	dije	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.22019	niagara	3.35049	fargo	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.20611	camden	3.30446	predictit	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.11934	wny	3.23484	gggoooaaalll	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.06383	nj	3.22834	rds	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.06245	meetmark	3.17039	vallejo	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.04888	restorethevra	3.16993	ar3	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-3.01988	exim4jobs	3.15868	kentucky	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.98914	brainer	3.15376	wyo	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.97235	humanecosmeticsact	3.1337	potus	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.90619	expires	3.07292	99countymeetings	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.9057	amherst	3.06598	tucson	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.88446	malaysia	3.05308	gulfport	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.81708	sfrc	2.97566	psalm	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.80462	cawater	2.97135	columbus	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.80068	angeles	2.9699	subhealth	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.76271	reopen	2.96643	fl	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.75851	spr	2.96574	pak	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.75098	gloucester	2.91006	co2	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.74261	prince	2.86039	srchc	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.74249	hiv	2.8471	reinsact	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.73451	pollution	2.84435	faithitforward	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.6957	womensucceed	2.83063	joinrepwilson	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.69032	77	2.81236	ak	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.67187	kathleen	2.78018	savannah	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.65913	maryland	2.77001	ks	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.65554	renew911health	2.74704	wotus	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.65464	ma	2.71961	nv	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.65391	oh11	2.71023	occur	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.63767	makeitinamerica	2.66803	greatest	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-2.6352	daleiden	2.60375	wickerreport	2015_3q	LinearSVC	0.8	0.78	0.79	0.79	0.79	10714
-6.62273	standwithpp	7.36402	ia03	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-5.63812	mtpol	6.29012	pa06	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-4.86951	murray	5.92024	tx23	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-4.78028	nytownoftheday	5.29125	sofla	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-4.74791	sanders	5.22191	collins	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-4.40597	gopshutdown	4.98294	ny21	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-4.17933	az07	4.89453	hr2646	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.92229	restorethevra	4.77407	nmpol	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.90697	camden	4.70741	epa	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.7794	exim4jobs	4.53218	ia01	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.71621	miiawhatsnext	4.49557	obamacare	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.71149	actonclimate	4.46557	nj03	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.59522	buffalo	4.44328	mcconnell	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.48862	nj	4.376	ne03	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.45528	netde	4.23116	county	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.29817	southjersey	4.22855	miami	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.23916	meetmark	4.18332	hatch	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.19694	md	4.16581	irs	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.10013	ri	4.09515	ar3	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.08589	gloucester	4.07556	va	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.979	wv	4.0744	alexander	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.91832	renew911health	3.95815	tcot	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.8873	socialsecurity	3.94835	plannedparenthood	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.85156	copolitics	3.78874	en	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.83666	wny	3.71884	driveact	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.79682	equalityforward	3.6837	potus	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.76783	mn	3.62159	arizona	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.69925	african	3.55006	psalm	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.69641	shutdown	3.53382	obama	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.62753	justice	3.525	tx22	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.59751	hasc	3.50305	co2	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.59636	minnesota	3.4616	military	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.58148	nlrb	3.44352	castro	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.57906	climatechange	3.41874	endmisclassification	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.56775	medal	3.40758	click	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.55255	gop	3.3718	ur	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.55113	ny	3.35388	reinsact	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.54472	climate	3.33228	iowa	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.54183	cantwell	3.31314	iran	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.53718	kathleen	3.29612	wsj	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.52386	womensucceed	3.27813	texas	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.50982	lgbt	3.23989	sanctuary	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.50363	oil	3.17374	fort	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.48244	peace	3.13995	az	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.46573	sandy	3.13889	montana	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.43761	wvians	3.06132	ecaa	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.42382	popeinphilly	3.05058	cures2015	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.41048	black	3.01188	disagree	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.40192	jersey	3.00001	toured	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-2.39218	nyc	2.9561	arkansas	2015_3q	SGDClassifier	0.74	0.77	0.75	0.75	0.75	10714
-3.72884	sanders	4.14606	ia03	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-3.41511	mtpol	4.08038	pa06	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-3.34802	standwithpp	3.27956	collins	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-3.19835	nytownoftheday	3.27626	tx23	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.96268	murray	3.02446	sofla	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.87922	gopshutdown	3.02355	epa	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.80601	az07	2.90554	obamacare	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.76334	restorethevra	2.89219	nj03	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.73556	exim4jobs	2.85231	ny21	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.66352	actonclimate	2.72657	hr2646	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.65238	nj	2.66994	plannedparenthood	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.52089	southjersey	2.66071	va	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.46665	wv	2.65605	county	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.4266	buffalo	2.60346	nmpol	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.39489	miiawhatsnext	2.57917	mcconnell	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.32314	netde	2.56684	obama	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.24569	camden	2.49224	hatch	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.17708	ny	2.45437	miami	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.10466	ri	2.36135	ne03	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.10065	gop	2.33945	potus	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.08345	popeinphilly	2.33362	alexander	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.05749	md	2.32123	iran	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-2.01369	justice	2.3123	arizona	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.93738	socialsecurity	2.25178	ar3	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.91841	mn	2.23762	ia01	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.87863	confederate	2.19257	irs	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.87095	copolitics	2.165	texas	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.84191	peace	2.13669	driveact	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.83627	jersey	2.12079	military	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.81773	startupday	2.12017	tucson	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.80429	renew911health	2.09151	tcot	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.80251	meetmark	2.04042	constitution	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.79776	workers	2.03439	iowa	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.79261	oil	2.03205	en	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.7862	women	2.01417	click	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.78139	kathleen	2.00778	valleyfire	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.77798	minnesota	1.9979	cures2015	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.76859	climate	1.95861	psalm	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.75623	nyc	1.94666	badirandeal	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.74499	responders	1.94221	castro	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
