coef_d	feat_d	coef_r	feat_r	section	model	acc_d	acc_r	acc_all	recall	f1	support
-1.74388	shutdown	1.92611	tx22	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.73889	climatechange	1.91009	sanctuary	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.72185	maryland	1.90846	joinrepwilson	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.71963	confederateflag	1.9026	reinsact	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.71071	progress	1.88516	unborn	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.6934	social	1.85514	fl	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.66532	medal	1.84038	freedom	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.66307	kids	1.83063	ecaa	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.66024	lgbt	1.8303	az	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-1.65463	popeindc	1.82508	wsj	2015_3q	SGDClassifier	0.79	0.78	0.79	0.79	0.79	10714
-15.06974	55	-5.20421	today	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	551	-5.30809	great	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	707	-5.43092	iran	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1000s	-5.51383	thanks	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	100mill	-5.65787	deal	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	100women100miles	-5.68571	irandeal	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	101st	-5.82024	thank	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1020am	-5.90023	house	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	107	-5.95924	watch	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	107th	-5.96891	congress	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	10amest	-6.00281	live	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	10b	-6.06025	day	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	10k	-6.07182	morning	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	10yearsyeo	-6.10274	obama	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	110	-6.12032	happy	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	110k	-6.13137	senate	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	113th	-6.16639	week	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1150am	-6.18321	time	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	117k	-6.20711	read	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	11m	-6.22541	ia03	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	11pm	-6.22651	president	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	120	-6.23503	act	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	120k	-6.24364	new	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1212	-6.2481	support	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	121st	-6.25885	office	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	125	-6.30019	discuss	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	125k	-6.31277	tune	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1288	-6.3144	nuclear	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	128b	-6.31514	meeting	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	12by2020	-6.32159	good	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	132m	-6.32308	people	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1350am	-6.32397	work	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	137k	-6.34963	help	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	138	-6.35949	american	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	139th	-6.37903	veterans	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	140k	-6.38556	hearing	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	143k	-6.39799	proud	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	145k	-6.42281	icymi	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	147	-6.43474	service	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	1492	-6.45916	join	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	14k	-6.48642	plannedparenthood	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	14m	-6.49363	need	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	14yr	-6.50319	visit	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	14yrs	-6.53971	vote	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	153rd	-6.54746	honor	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	157	-6.54757	county	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	157th	-6.55049	floor	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	15andaunion	-6.5637	state	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	15k	-6.5723	america	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-15.06974	15min	-6.57276	years	2015_3q	MultinomialNB	0.8	0.79	0.8	0.8	0.8	10714
-14.02261	55	-2.36384	today	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	551	-2.62845	great	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	707	-2.90865	iran	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1000s	-3.25621	deal	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	100mill	-3.26681	irandeal	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	100women100miles	-3.27969	thanks	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	101st	-3.39882	house	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1020am	-3.42595	congress	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	107	-3.51205	day	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	107th	-3.52026	watch	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	10amest	-3.61227	new	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	10b	-3.63358	live	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	10k	-3.63975	act	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	10yearsyeo	-3.65535	time	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	110	-3.65535	obama	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	110k	-3.66166	thank	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	113th	-3.69056	morning	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1150am	-3.71362	senate	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	117k	-3.74752	week	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	11m	-3.77549	support	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	11pm	-3.77905	office	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	120	-3.78261	read	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	120k	-3.797	good	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1212	-3.80063	help	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	121st	-3.80427	work	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	125	-3.80427	happy	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	125k	-3.81898	people	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1288	-3.82269	president	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	128b	-3.82269	ia03	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	12by2020	-3.84905	american	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	132m	-3.87222	proud	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1350am	-3.89194	hearing	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	137k	-3.89194	discuss	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	138	-3.90397	meeting	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	139th	-3.94093	need	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	140k	-3.95781	nuclear	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	143k	-3.99686	service	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	145k	-4.00129	veterans	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	147	-4.03749	join	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	1492	-4.04675	tune	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	14k	-4.07985	years	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	14m	-4.07985	state	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	14yr	-4.08467	county	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	14yrs	-4.09927	visit	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	153rd	-4.11408	honor	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	157	-4.12408	icymi	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	157th	-4.14953	vote	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	15andaunion	-4.15989	america	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	15k	-4.17036	year	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-14.02261	15min	-4.21338	national	2015_3q	BernoulliNB	0.81	0.79	0.8	0.8	0.8	10714
-2.81814	mtpol	2.434	collins	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-2.51467	nytownoftheday	2.42784	nj03	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-2.36468	murray	2.23381	pa06	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.96981	mn	2.12806	2015sls	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.8102	sanders	2.11043	obamacare	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.75048	netde	2.06648	tx23	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.7332	puertorico	2.04579	hr2646	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.72122	renew911health	1.99551	ia01	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.71381	hasc	1.95222	ia03	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.67893	actonclimate	1.93961	conservative	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.656	benghazicommittee	1.90881	ny21	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.63112	az07	1.6791	ne03	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.59086	streamprotection	1.6607	sofla	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.54915	ri	1.65609	tx22	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.53026	buffalo	1.65456	sd	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.50458	southjersey	1.64416	miami	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.49926	getcovered	1.62718	ak	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.49595	cantwell	1.62656	honest	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.48646	demdebate	1.61976	nmpol	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.48614	traveled	1.59808	ar3	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.47463	nps100	1.58091	tcot	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.45442	tsca	1.5541	nc03	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.44816	gopshutdown	1.54663	chairing	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.44677	ca09	1.54445	cuba	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.44591	nj	1.5427	mcconnell	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.44387	womenforworldpeace	1.50822	nv	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.44127	peopleoverpolitics	1.50759	federalfumbles	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.44073	wny	1.49816	alexander	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.43186	myvetbiz	1.48355	fitn	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.42118	npcbee	1.47874	georgia	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.41625	biden	1.46188	hoosier	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.41591	kr	1.44872	dexter	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.40529	camden	1.44243	ur	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.40235	cadrought	1.44099	doawaywithfsa	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.40032	hodges	1.43182	arkansas	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.38298	metro	1.4181	welfare	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.37466	housing	1.40753	potus	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.37251	exim4jobs	1.40591	subcommtech	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.36815	standwithpp	1.37129	agriculture	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.3624	stopgunviolence	1.37092	belleville	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.3617	md	1.36321	mo	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.35799	climatechange	1.35374	az	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.34889	pnw	1.35096	obama	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.34361	spr	1.31736	epa	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.3346	guns	1.31509	gitmo	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.31694	fleeing	1.31144	uni	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.31444	marijuana	1.30994	westmi	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.30977	earthquake	1.30809	al03	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.30791	minnesota	1.30661	regime	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-1.30306	energyinnovation	1.30209	bringbackourgirls	2015_4q	RidgeClassifier	0.78	0.78	0.78	0.78	0.78	10401
-8.77987	actonclimate	7.65704	collins	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-8.52476	murray	7.49264	revival	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-7.01599	mn	7.40168	hatch	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-6.89305	cloaked	7.27934	nj03	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-6.51307	humanrightsday	6.93625	utpol	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-6.25423	climatechange	6.92077	tx23	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-6.08943	homage	6.90111	belleville	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.99274	renew911health	6.67316	ne03	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.94261	purchased	6.60023	mcconnell	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.8167	mtpol	6.44328	pa06	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.77514	moral	6.39789	ia01	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.74442	ma	6.39597	mens	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.71397	idtheft	6.15197	2015sls	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.665	hodges	6.11801	debbie	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.62854	netde	6.09649	unsure	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.60808	onslaught	6.05341	relied	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.57988	iaea	6.03879	misclassifying	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.53383	wvians	6.00123	sofreshsoclean	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.53151	womenforworldpeace	5.7171	modernize	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.47466	traveled	5.70427	ia03	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.41486	wealthy	5.61095	chambers	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.3971	minneapolis	5.51092	nc03	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.39014	istandwithpp	5.42624	hr2646	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.37473	getcovered	5.40525	doawaywithfsa	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.36961	earthquake	5.39413	wyoming	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.35179	imperative	5.38297	nmpol	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.34567	familyact	5.3699	tx22	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.29255	akron	5.3444	notable	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.2817	princeton	5.28386	successor	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.22449	biotechnology	5.22923	defundpp	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.16948	demdebate	5.18867	chairing	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.12774	didyouknow	5.08519	buses	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.09638	standwithpp	5.07838	absorb	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.07743	angeles	5.05607	ny21	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.06918	streamprotection	5.05185	respects	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.03147	savelwcf	5.04994	arkansas	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-5.03136	format	5.01664	prescrips	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.96311	nolabelsradio	5.00702	calendars	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.90972	rosaparks	5.00032	abolishing	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.89236	definition	4.98735	familiar	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.86205	gse	4.97708	uncertainty	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.81404	distract	4.91551	tuba	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.79451	403	4.90882	ussarizona	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.79298	tote	4.89703	responded	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.78345	unpaid	4.86283	shannon	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.7623	nytownoftheday	4.86247	abolished	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.74891	massincarceration	4.84177	rossformajoritywhip	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.7179	assaultweaponsban	4.81975	substanceabusepreventionmonth	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.71562	noriders	4.80494	feds	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-4.70642	coerce	4.80068	cincinnati	2015_4q	Perceptron	0.72	0.74	0.73	0.73	0.73	10401
-17.12948	actonclimate	13.83481	collins	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-14.80168	murray	13.1408	revival	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-12.22167	cloaked	13.1392	hatch	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-12.12592	mtpol	12.91035	nj03	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-11.92115	mn	12.8401	tx23	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-11.53027	onslaught	12.63997	utpol	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-11.44928	humanrightsday	12.4466	ne03	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-11.06736	netde	12.13672	pa06	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.94795	ma	11.76907	mcconnell	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.90972	climatechange	11.69993	belleville	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.72689	earthquake	11.63731	ia01	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.4349	renew911health	11.3784	misclassifying	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.42003	purchased	10.88328	2015sls	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.16362	wealthy	10.71674	mens	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.06974	traveled	10.44026	defundpp	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-10.03518	distract	10.41748	hr2646	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.96756	womenforworldpeace	10.22524	ia03	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.90382	minneapolis	10.12241	conservative	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.89102	angeles	10.09498	modernize	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.8721	moral	10.06354	doawaywithfsa	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.74274	istandwithpp	10.0461	relied	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.71094	didyouknow	9.82278	nc03	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.59548	imperative	9.81116	debbie	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.53508	iaea	9.77725	unsure	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.51391	getcovered	9.61421	nmpol	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.4704	wvians	9.58647	sofreshsoclean	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.45367	hodges	9.57685	familiar	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.42996	akron	9.35786	wyoming	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.36483	demdebate	9.34761	uncertainty	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.24975	gse	9.30819	responded	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.23304	homage	9.28831	prescrips	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.2037	rosaparks	9.1678	respects	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.17603	nytownoftheday	9.10724	ny21	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.1598	princeton	9.10123	federalfumbles	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
-9.0359	standwithpp	9.09597	tuba	2015_4q	PassiveAggressiveClassifier	0.74	0.75	0.74	0.74	0.74	10401
